monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,age,missing_parking,f_minimart,f_gymnasium,f_security,f_playground,f_swimming_pool,f_parking,f_lift,f_barbeque_area,f_multipurpose_hall,f_jogging_track,f_squash_court,f_sauna,f_club_house,f_tennis_court,missing_facilities,a_air_cond,a_cooking_allowed,a_washing_machine,a_near_ktm_lrt,a_internet,missing_amenities
750,1200.0,1600.0,3,1,2,857,1,0,23,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1350,1400.0,1650.0,1,1,1,359,2,0,5,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
1400,1300.0,1650.0,2,1,2,929,2,0,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1250,1300.0,1600.0,2,1,2,700,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1000,1300.0,1650.0,1,1,1,450,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2300,1500.0,1650.0,3,2,2,985,1,0,4,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
2500,1500.0,1650.0,2,1,2,858,2,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1450,1500.0,1250.0,3,1,2,820,0,0,10,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0
1300,1400.0,1600.0,3,2,2,1080,1,0,6,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1200,1400.0,1600.0,3,1,2,818,1,0,4,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0
999,1300.0,1600.0,1,1,1,500,2,0,11,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1300,1500.0,1600.0,3,1,2,1010,1,0,16,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,1300.0,1650.0,3,1,2,850,2,0,7,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1
950,1550.0,1250.0,3,1,2,852,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
900,1399.0,1650.0,1,1,1,610,0,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1000,1500.0,1200.0,1,1,1,486,1,0,9,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
850,1200.0,1600.0,3,2,2,860,1,0,4,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1300,1500.0,1650.0,1,1,1,450,1,0,10,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1700,1300.0,1200.0,1,1,1,600,2,0,8,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0
1800,1675.0,1650.0,3,2,2,685,1,0,5,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1500,1300.0,1600.0,3,1,2,1200,0,0,8,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
550,1500.0,1650.0,1,1,1,200,0,0,10,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1500,1500.0,1600.0,3,2,2,1044,2,0,21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
1000,900.0,1650.0,3,2,2,893,0,0,7,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1800,1200.0,1650.0,3,2,2,1163,2,0,5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0
1000,1400.0,1600.0,1,1,1,465,2,0,20,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1600,1400.0,1650.0,3,2,2,1000,2,0,8,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
850,1200.0,1600.0,2,1,1,587,1,0,2,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1400,1200.0,1600.0,3,1,2,1101,2,0,11,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
1650,2300.0,1650.0,2,2,1,657,1,0,2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
1500,1400.0,1650.0,3,2,2,807,1,0,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1
1600,1300.0,1600.0,3,1,2,850,1,0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1500,1400.0,1600.0,3,4,2,1212,1,0,8,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
1800,1800.0,1650.0,1,1,1,650,2,0,6,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0
2800,1500.0,1650.0,2,2,2,677,2,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1300,1300.0,1650.0,1,1,1,450,2,0,4,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1500,1500.0,1650.0,3,2,2,880,0,0,7,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
1500,1550.0,1600.0,3,1,2,986,1,0,11,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
1650,1675.0,1650.0,4,2,2,1228,1,0,5,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
900,1400.0,1600.0,3,1,2,951,0,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
3000,2100.0,1600.0,3,2,3,957,2,0,3,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
680,900.0,1600.0,3,2,2,901,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1400,1400.0,1650.0,3,2,2,807,1,0,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
900,900.0,1250.0,3,1,2,712,0,0,14,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
700,1400.0,1650.0,1,1,1,500,2,0,5,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
1500,1350.0,1650.0,2,1,1,612,2,0,7,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
1200,1300.0,1600.0,1,1,2,700,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
1200,1550.0,1250.0,3,1,2,850,2,0,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1200,1300.0,1600.0,1,1,1,557,1,0,7,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
750,900.0,1650.0,1,1,1,239,2,0,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
650,900.0,1650.0,1,1,1,239,2,0,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1200,1200.0,1600.0,2,1,1,600,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0
2500,1500.0,1650.0,2,1,2,858,2,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
900,900.0,1600.0,3,2,2,1056,1,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
800,1200.0,1600.0,3,1,2,850,1,0,9,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0
1200,1500.0,1650.0,1,1,1,750,1,0,10,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1350,1500.0,1650.0,1,1,1,614,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
680,900.0,1600.0,3,2,2,901,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
750,900.0,1250.0,3,2,2,800,0,0,10,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1500,1500.0,1250.0,2,1,1,650,1,0,10,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0
2000,1850.0,1650.0,3,1,2,1100,2,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1500,1200.0,1250.0,3,2,2,889,1,0,5,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1200,1500.0,1250.0,1,1,1,500,2,0,9,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
1400,1500.0,1250.0,3,2,2,850,2,0,14,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0
1600,1500.0,1250.0,3,2,2,950,1,0,9,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1300,1550.0,1250.0,3,1,2,700,2,0,18,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1800,1300.0,1600.0,1,1,1,557,2,0,7,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
1100,900.0,1650.0,3,2,2,900,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
650,1200.0,700.0,3,1,2,650,1,0,9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1800,1300.0,1600.0,3,2,2,1000,2,0,15,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
1500,1300.0,1200.0,1,1,1,490,2,0,8,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1350,1400.0,1600.0,3,1,2,1236,1,0,16,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1500,1300.0,1650.0,1,1,1,600,2,0,11,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
3500,1550.0,1650.0,3,3,2,1205,1,0,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
1450,1300.0,1600.0,4,1,3,1262,2,0,9,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
1000,1300.0,1600.0,1,1,1,544,2,0,10,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1700,1675.0,1650.0,3,2,2,750,2,0,5,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
1200,1500.0,1250.0,1,1,1,440,1,0,9,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1800,1300.0,1650.0,3,2,2,975,1,0,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
1299,1550.0,1600.0,3,2,2,1020,1,0,11,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
1200,1550.0,1250.0,3,1,2,850,0,0,20,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1000,1325.0,1650.0,3,1,2,1048,1,0,6,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1000,1500.0,1250.0,3,2,2,830,1,0,9,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
1199,1325.0,1600.0,3,1,2,1048,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1499,1399.0,1600.0,4,1,2,1297,2,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
1200,1300.0,1650.0,1,1,1,450,2,0,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1350,1300.0,1250.0,3,1,2,1068,2,0,17,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
1200,1300.0,1600.0,1,1,1,500,2,0,11,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0
1500,1475.0,1650.0,2,1,1,615,2,0,10,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0
2400,2000.0,1650.0,3,2,2,750,2,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
3000,1300.0,1600.0,4,1,3,1292,1,0,7,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
1050,1200.0,1250.0,3,1,2,1044,1,0,17,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1200,1200.0,1600.0,3,2,2,1101,1,0,11,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
700,1200.0,1600.0,3,2,2,1023,1,0,5,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0
1900,1300.0,1650.0,3,2,2,1044,2,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1250,1400.0,1650.0,2,1,1,646,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0
1800,1399.0,1650.0,4,2,2,1257,2,0,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1399,1399.0,1650.0,3,1,2,1048,2,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1300,1300.0,1250.0,3,2,2,1010,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
2000,1500.0,1600.0,3,2,3,1116,2,0,6,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
1800,2300.0,1600.0,1,2,1,731,2,0,6,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1
3500,1550.0,1600.0,4,2,3,2300,1,0,16,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0
3800,1850.0,1650.0,3,1,3,1627,2,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1200,1400.0,1600.0,3,1,2,850,1,0,23,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2500,1500.0,1250.0,2,2,2,858,1,0,4,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1200,1200.0,1600.0,1,1,1,406,2,0,18,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
1500,1300.0,1600.0,1,1,1,588,2,0,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
3500,1550.0,1600.0,3,2,3,2500,1,0,16,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
750,1400.0,1600.0,3,2,2,1200,1,0,35,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
2500,1550.0,1650.0,2,1,2,832,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1500,1300.0,1600.0,3,1,2,1010,0,0,3,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1
2500,1550.0,1600.0,3,2,3,1228,2,0,16,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
1400,1400.0,1600.0,3,2,2,807,1,0,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2400,1550.0,1650.0,2,1,1,813,2,0,8,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
1750,2000.0,1650.0,1,1,1,650,2,0,10,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0
1500,1400.0,1250.0,1,1,1,470,2,0,9,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
1950,1325.0,1650.0,3,1,2,1200,2,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1500,1550.0,1600.0,3,2,2,986,1,0,11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
750,1200.0,1600.0,3,1,2,1008,0,0,9,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
750,1200.0,1600.0,3,1,2,1008,0,0,9,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,1300.0,1600.0,1,1,1,450,2,0,8,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
1200,1200.0,1600.0,2,1,1,590,2,0,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
900,1300.0,1200.0,1,1,1,490,1,0,8,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
1499,1325.0,1600.0,3,1,2,1048,2,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
850,1325.0,1600.0,1,1,1,610,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1099,900.0,1600.0,4,1,2,1056,1,0,8,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1300,1500.0,1600.0,3,1,2,1200,1,0,14,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
2000,1500.0,1600.0,3,1,2,1023,2,0,19,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0
1100,1300.0,1650.0,2,1,2,450,2,0,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1100,1500.0,1650.0,1,1,1,592,2,0,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0
1000,1200.0,1600.0,3,2,2,1012,1,0,23,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1500,1500.0,1600.0,3,1,2,1023,1,0,19,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0
1350,1300.0,1250.0,3,1,2,1068,2,0,17,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
1400,1600.0,1650.0,2,2,2,750,1,0,6,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
950,1300.0,1250.0,3,1,2,850,1,0,24,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
950,1200.0,1600.0,3,1,2,1020,1,0,23,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1250,1400.0,1650.0,2,2,1,646,1,0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1050,1300.0,1650.0,3,1,2,1012,0,0,10,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
1150,1300.0,1600.0,3,1,2,1060,2,0,22,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
999,1200.0,1600.0,2,1,1,590,1,0,2,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
1600,1500.0,1600.0,3,1,2,936,2,0,19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
1350,1200.0,1250.0,3,2,2,872,1,0,7,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1000,1300.0,1250.0,3,1,2,845,0,0,20,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
2499,1600.0,1650.0,4,2,2,1128,2,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
950,1300.0,1600.0,2,1,1,550,2,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1100,1300.0,1600.0,1,1,1,550,2,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1500,1675.0,1650.0,4,2,2,909,1,0,5,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1800,2300.0,1600.0,2,2,2,979,2,0,6,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1299,1300.0,1650.0,1,1,1,500,2,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1150,1300.0,1600.0,3,1,2,1060,1,0,22,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2000,1400.0,1650.0,3,2,2,875,1,0,10,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1550,1400.0,1650.0,2,1,2,704,1,0,10,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
2300,1300.0,1600.0,2,2,2,750,2,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1799,1300.0,1600.0,3,2,2,1077,2,0,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
1800,1300.0,1600.0,3,2,2,1077,2,0,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
2000,2300.0,1600.0,3,2,2,810,1,0,3,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1100,1300.0,1600.0,1,1,1,450,2,0,9,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
1999,1300.0,1250.0,2,2,2,1000,2,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1700,1300.0,1600.0,2,2,2,1000,2,0,10,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
1799,1300.0,1600.0,3,2,2,1200,1,0,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1200,1300.0,1600.0,1,1,1,500,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
1100,1300.0,1650.0,1,1,1,500,2,0,9,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0
700,1200.0,1600.0,3,1,2,857,0,0,23,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1500,1475.0,1650.0,3,1,2,973,1,0,10,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1700,1300.0,1650.0,2,2,2,750,2,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1200,1300.0,1600.0,1,1,1,500,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
1900,1300.0,1600.0,2,2,2,1000,2,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1999,1300.0,1650.0,3,2,2,1000,2,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1300,1300.0,1600.0,1,1,1,500,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1200,1300.0,1250.0,3,1,2,850,1,0,20,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1350,1150.0,1650.0,1,1,1,511,1,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1400,1500.0,1600.0,2,1,1,527,2,0,11,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1950,1540.0,1600.0,4,2,2,1250,2,0,20,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
1600,1400.0,1600.0,3,2,2,968,2,0,6,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
1400,1500.0,1650.0,3,1,2,912,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1900,1500.0,1650.0,3,1,2,912,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500,1300.0,1600.0,3,1,2,1020,2,0,18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
1100,1550.0,1200.0,1,1,1,384,2,0,9,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0
2100,1550.0,1250.0,1,1,1,660,2,0,8,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1100,1500.0,1600.0,3,1,2,1181,0,0,33,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
1200,1300.0,1600.0,1,1,1,530,2,0,10,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
900,1200.0,1600.0,3,1,2,811,0,0,28,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
900,1500.0,1250.0,3,1,2,660,0,0,21,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5000,1500.0,1600.0,3,2,3,1389,2,0,3,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
2000,1550.0,1250.0,1,1,1,611,2,0,8,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2700,2100.0,1600.0,3,1,3,960,1,0,3,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
1700,1200.0,1600.0,2,2,2,853,2,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2600,2600.0,1600.0,3,2,2,1031,2,0,14,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1
1700,1500.0,1600.0,1,2,2,800,2,0,13,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
1200,1500.0,1650.0,1,1,1,486,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1600,1400.0,1650.0,2,1,2,850,1,0,8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1400,1500.0,1650.0,3,1,2,961,2,0,16,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0
1400,1500.0,1250.0,3,1,2,950,2,0,10,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
1500,1400.0,1650.0,3,1,2,807,1,0,2,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
